"Glider, feathertail",M,Ephrayim,5
Mule deer,F,Myrah,20
Superb starling,M,Kelbee,18
Cereopsis goose,M,Perkin,12
"Pintail, bahama",F,Bari,22
Red hartebeest,F,Susi,19
Indian porcupine,M,Cassie,16
Savanna baboon,F,Joann,22
"Kudu, greater",F,Joana,17
"Nutcracker, clark's",M,Hilton,20
Australian spiny anteater,F,Veronika,12
"Egret, snowy",F,Alina,12
Squirrel glider,F,Walliw,6
Rufous tree pie,F,Roseanne,16
Indian star tortoise,F,Luce,5
Bottle-nose dolphin,F,Erinna,7
Adouri (unidentified),M,Bartholemy,3
"Tamandua, southern",F,Cassandre,19
"Iguana, marine",F,Hyacintha,15
Painted stork,M,Raviv,2
Worm snake (unidentified),M,Howie,7
Civet (unidentified),M,Harald,2
"Skink, blue-tongued",F,Jaquenetta,2
"Weaver, chestnut",M,Cameron,17
Long-billed corella,F,Audrye,11
King cormorant,M,Bernard,7
"Squirrel, arctic ground",M,Derrick,19
African clawless otter,M,Pablo,2
Neotropic cormorant,M,Derwin,12
"Deer, barasingha",M,Simone,1
Hawk-headed parrot,F,Alma,16
"Flamingo, chilean",F,Aeriel,13
"Egret, great",M,Hinze,4
Cheetah,M,Asa,18
Mountain lion,M,Pall,7
"Dove, white-winged",M,Keven,8
Long-necked turtle,F,Zitella,12
"Wallaby, river",F,Karlen,9
"Kudu, greater",F,Tabbie,1
"Kingfisher, malachite",M,Bealle,22
Buttermilk snake,F,Cinnamon,6
Sarus crane,M,Leicester,18
Mexican beaded lizard,M,Chuck,12
"Waterbuck, defassa",M,Broddie,10
"Alligator, american",F,Cammi,18
"Wombat, common",M,Joshuah,2
"Skink, african",M,Chevy,2
Hyrax,F,Glennie,4
Southern elephant seal,F,Babara,17
"Kangaroo, black-faced",F,Francoise,12
Western spotted skunk,M,Delano,5
Carmine bee-eater,M,Homer,9
Brown hyena,F,Bobbie,12
"Whale, southern right",F,Karlotta,5
Hyrax,M,Siffre,14
"Heron, little",F,Rivy,19
Galapagos hawk,F,Iseabal,14
Nubian bee-eater,M,Benyamin,23
"Gull, herring",M,Fairlie,2
Indian porcupine,M,Darcy,11
Greater adjutant stork,F,Brooks,14
"Squirrel, smith's bush",F,Lenora,22
White-faced whistling duck,F,Muffin,15
"Squirrel, eurasian red",M,Aristotle,12
"Turaco, violet-crested",M,Penny,8
"Lizard, giant girdled",F,Nelli,19
"Stork, yellow-billed",M,Woody,11
"Otter, north american river",M,Halsey,15
Malleefowl,F,Tessa,20
Lesser double-collared sunbird,M,Alex,22
"Egret, snowy",M,Alasdair,11
California sea lion,F,Sascha,2
Yellow-bellied marmot,F,Yvonne,9
"Raven, cape",M,Daren,21
"Bear, grizzly",M,Wilhelm,8
Cheetah,M,Siward,6
Red-necked wallaby,M,Basile,3
"Vulture, bengal",M,Benito,4
Snowy egret,M,Chilton,15
"Bear, polar",M,Gill,13
White-throated kingfisher,M,Kelby,11
"Rhinoceros, black",F,Maxie,1
Malay squirrel (unidentified),M,Elden,18
"Pie, rufous tree",M,Lorne,7
"Antelope, roan",M,Merell,2
"Grenadier, purple",F,Kayley,19
Netted rock dragon,M,Sander,1
Western patch-nosed snake,F,Christabel,19
"Cormorant, javanese",M,Orbadiah,18
Egyptian goose,M,Liam,15
Great kiskadee,F,Nona,5
"Barbet, levaillant's",M,Dukey,19
Gray langur,M,Earlie,13
Cottonmouth,M,Frankie,5
"Stork, european",M,Gerik,18
Ornate rock dragon,F,Heida,19
"Wallaby, agile",M,Brit,9
Common long-nosed armadillo,M,Dewitt,13
Blue waxbill,F,Brooke,9
Pied kingfisher,F,Veronika,12
Lizard (unidentified),F,Indira,19
"White-eye, pale",M,Sidnee,10
Lesser mouse lemur,F,Bev,8
Hyrax,M,Drugi,21
"Squirrel, eastern fox",M,Riobard,20
"Owl, madagascar hawk",M,Ely,2
"Ibis, puna",M,Ramon,6
Beisa oryx,F,Jordana,5
Wolf spider,F,Latrena,4
"Badger, american",M,Dwain,11
Common zebra,F,Lauree,16
Lava gull,M,Bastian,6
Red lava crab,M,Geno,4
Red-cheeked cordon bleu,M,Job,19
"Cardinal, red-capped",F,Augustine,15
"Sunbird, lesser double-collared",F,Pammy,19
Roe deer,F,Amabel,9
Squirrel glider,M,Hyatt,21
Marabou stork,F,Kelci,12
Australian magpie,F,Tani,13
Common mynah,M,Arvin,15
"Owl, madagascar hawk",F,Joyann,8
"Lizard, mexican beaded",M,Alexandro,22
"Gnu, brindled",M,Grantham,2
"Fox, savanna",F,Corette,16
"Hen, sage",F,Amelie,3
"Cat, civet",M,Ambrosio,3
Common duiker,F,Tierney,22
"Snake, carpet",M,Benedikt,1
"Shrike, common boubou",M,Brent,1
White stork,M,Delmar,8
"Stork, greater adjutant",F,Karrie,1
Red-shouldered glossy starling,M,Alwyn,1
Roseate cockatoo,M,Curt,19
Western grey kangaroo,M,Sylas,18
Mountain duck,M,Al,12
Red lava crab,M,Bradly,1
"Cat, european wild",M,Rich,3
Hoffman's sloth,M,Llewellyn,18
"Squirrel, smith's bush",M,Ellwood,13
Frilled dragon,M,Bernard,4
"Baboon, savanna",M,Manolo,10
Grison,M,Justino,1
"Stork, yellow-billed",F,Sindee,18
Pine siskin,F,Charil,15
"Sheathbill, snowy",M,Gaspar,19
Dingo,F,Herminia,12
Bird (unidentified),M,Hodge,13
"Bustard, denham's",M,Dan,3
Gray langur,M,Barthel,2
"Cat, civet",F,Sibylle,20
"Pademelon, red-legged",F,Adrienne,8
"Heron, green-backed",M,Abbott,7
"Dove, white-winged",M,Desmond,21
Ground legaan,M,Gannon,12
Indian giant squirrel,F,Malissa,1
Black swan,M,Jamie,23
"Whale, long-finned pilot",F,Ardella,10
Least chipmunk,M,Finley,13
"Bear, grizzly",F,Marcy,23
"Bulbul, black-fronted",M,Aluin,9
"Sheep, stone",M,Sonny,12
"Gull, silver",M,Eugenio,22
Red-tailed hawk,M,Marcos,15
"Phalarope, red-necked",F,Christal,11
Emerald green tree boa,F,Rozanna,2
"Boa, emerald green tree",M,Egor,11
African ground squirrel (unidentified),F,Margaux,6
Meerkat,F,Mame,23
Sugar glider,F,Maridel,9
Yellow-headed caracara,F,Evangelin,18
Eastern boa constrictor,F,Regine,22
"Wombat, common",F,Edin,7
"Wolf, common",M,Isac,14
"Phalarope, northern",M,Renato,19
Giant girdled lizard,M,Taddeusz,23
"Hornbill, leadbeateri's ground",M,Reinhard,22
"Viper, egyptian",M,Corney,17
Giant armadillo,M,Gabriel,8
Ring-tailed lemur,F,Gae,21
Blue shark,M,Roosevelt,9
"Deer, red",M,Onofredo,13
Four-spotted skimmer,M,Gerick,20
"Bandicoot, southern brown",F,Emily,2
"Macaw, blue and yellow",F,Tybi,12
"Bear, polar",M,Ludovico,21
"Porcupine, indian",F,Veronique,13
Llama,M,Jasper,12
Black-fronted bulbul,M,Gannon,12
Red-tailed wambenger,M,Haywood,3
Suricate,M,Tadeo,5
Jungle kangaroo,M,Damiano,10
Amazon parrot (unidentified),M,Giselbert,9
"Goose, knob-nosed",M,Dennie,1
Bird (unidentified),F,Dani,1
"Dove, little brown",M,Dexter,12
"Eagle, bald",F,Kaylee,4
"Cat, european wild",M,Caryl,2
Crowned hawk-eagle,F,Evaleen,7
"Deer, mule",M,Mylo,16
"Bulbul, african red-eyed",F,Austine,12
"Roadrunner, greater",M,Hewie,2
Ring-tailed lemur,F,Irena,15
"Seal, northern elephant",F,Phyllis,22
Indian peacock,F,Amberly,13
"Stork, european",F,Lina,6
Klipspringer,F,Aveline,5
"Glider, feathertail",M,Natale,23
Little grebe,F,Maddy,22
"Armadillo, nine-banded",M,Vito,17
Turkey vulture,F,Marie-ann,6
"Rattlesnake, horned",M,Andras,21
Cougar,M,Saw,10
Snake (unidentified),M,Gaultiero,10
"Tapir, brazilian",F,Bryana,19
Mocking cliffchat,F,Latia,21
Gambel's quail,M,Fritz,1
"Whale, killer",F,Barbara-anne,17
Potoroo,F,Clarette,6
Wild turkey,F,Harri,3
Gray rhea,F,Mareah,4
"Creeper, black-tailed tree",F,Dyanne,19
Malleefowl,M,Renado,8
Uinta ground squirrel,M,Orrin,19
"Squirrel, golden-mantled ground",M,Bronnie,2
"Capuchin, brown",F,Caprice,18
Yellow-billed stork,M,Silvester,20
"Gnu, brindled",M,Clayton,9
Paddy heron (unidentified),F,Kai,23
"Crab, sally lightfoot",F,Jenine,23
"Bear, grizzly",M,Obadiah,13
"Phascogale, red-tailed",M,Bendicty,9
"Butterfly, tropical buckeye",M,Chalmers,15
Asiatic jackal,F,Bobbette,4
"Goose, cereopsis",M,Dru,1
"Baboon, yellow",F,Dosi,21
"Deer, white-tailed",F,Georgine,16
